ID,Name,Sex,AGE_15_20,AGE_20_25,AGE_25_30,AGE_30_35,AGE_35_40,AGE_40_and_above,Height_Below_200,Height_Above_200,Weight_50_75,Weight_75_100,Weight_above_100,Medal
318,Tadeusz Micha Blauth,1,0,1,0,0,0,0,0,1,1,0,0,0
319,Jan Blaek,1,0,1,0,0,0,0,0,1,0,1,0,0
320,Andris Blicavs,1,0,1,0,0,0,0,1,0,0,1,0,0
321,Carlos Samuel Blixen Abella,1,1,0,0,0,0,0,1,0,0,1,0,1
322,Carlos Samuel Blixen Abella,1,0,1,0,0,0,0,1,0,0,1,0,0
323,Hctor Blondet Texidor,1,0,1,0,0,0,0,1,0,0,1,0,0
324,Hctor Blondet Texidor,1,0,0,1,0,0,0,1,0,0,1,0,0
325,Gayle Bluth McDonald,1,0,0,0,1,0,0,1,0,0,1,0,0
326,Eric Yamoah Boateng,1,0,0,1,0,0,0,0,1,0,0,1,0
327,Jan Bobrovsk,1,0,0,1,0,0,0,1,0,0,1,0,0
328,Zdenk Bobrovsk,1,1,0,0,0,0,0,1,0,0,1,0,0
329,Zdenk Bobrovsk,1,0,0,1,0,0,0,1,0,0,1,0,0
330,Csar Bocachica,1,0,1,0,0,0,0,1,0,0,1,0,0
331,Clare Bodensteiner,0,0,1,0,0,0,0,1,0,1,0,0,0
332,Dejan Bodiroga,1,0,1,0,0,0,0,0,1,0,0,1,2
333,Dejan Bodiroga,1,0,0,1,0,0,0,0,1,0,0,1,0
334,Dejan Bodiroga,1,0,0,0,1,0,0,0,1,0,0,1,0
335,Pierre Bol,1,0,1,0,0,0,0,1,0,0,1,0,0
336,Pl Bogr,1,0,1,0,0,0,0,1,0,0,1,0,0
337,Krasimira Nikolova Bogdanova,0,0,0,1,0,0,0,1,0,1,0,0,1
338,Krasimira Nikolova Bogdanova,0,0,0,0,1,0,0,1,0,1,0,0,2
339,Bogdan Bogdanovi,1,0,1,0,0,0,0,1,0,0,1,0,2
340,Bojan Bogdanovi,1,0,0,1,0,0,0,1,0,0,0,1,0
341,Andrew Michael Bogut,1,1,0,0,0,0,0,0,1,0,0,1,0
342,Andrew Michael Bogut,1,0,1,0,0,0,0,0,1,0,0,1,0
343,Andrew Michael Bogut,1,0,0,0,1,0,0,0,1,0,0,1,0
344,Mikls Bohty,1,0,1,0,0,0,0,1,0,0,1,0,0
345,Mikls Bohty,1,0,0,1,0,0,0,1,0,0,1,0,0
346,Pavol Bojanovsk,1,0,0,1,0,0,0,1,0,0,1,0,0
347,Yannick Bokolo,1,0,0,1,0,0,0,1,0,0,1,0,0
348,Gyrgy Bokor,1,0,1,0,0,0,0,1,0,1,0,0,0
349,Zsuzsa Boksay,0,1,0,0,0,0,0,1,0,1,0,0,0
350,Aleksandr Aleksandrovich Boloshev,1,0,1,0,0,0,0,0,1,0,0,1,3
351,"Alice Ruth ""Ruthie"" Bolton-Holifield",0,0,0,1,0,0,0,1,0,1,0,0,3
352,"Alice Ruth ""Ruthie"" Bolton-Holifield",0,0,0,0,1,0,0,1,0,1,0,0,3
353,Marco Bonamico,1,0,1,0,0,0,0,1,0,0,1,0,2
354,Marco Bonamico,1,0,0,1,0,0,0,1,0,0,1,0,0
355,Yann Bonato,1,0,0,1,0,0,0,0,1,0,1,0,2
356,Susanna Bonfiglio,0,0,1,0,0,0,0,1,0,1,0,0,0
357,"Ronald Yngve ""Ron"" Bontemps",1,0,1,0,0,0,0,1,0,0,1,0,3
358,Lileko Bonzali,0,0,0,1,0,0,0,1,0,1,0,0,0
359,"Edward Frank ""Ed"" Book",1,0,1,0,0,0,0,0,1,0,0,1,0
360,"Robert Lewis ""Bob"" Boozer",1,0,1,0,0,0,0,0,1,0,1,0,3
361,"Carlos Austin Boozer, Jr.",1,0,1,0,0,0,0,0,1,0,0,1,1
362,"Carlos Austin Boozer, Jr.",1,0,0,1,0,0,0,0,1,0,0,1,3
363,Irena Boreck,0,0,1,0,0,0,0,1,0,1,0,0,0
364,"Raymond Helmut ""Ray"" Borner",1,0,1,0,0,0,0,0,1,0,0,1,0
365,"Raymond Helmut ""Ray"" Borner",1,0,0,1,0,0,0,0,1,0,0,1,0
366,"Raymond Helmut ""Ray"" Borner",1,0,0,1,0,0,0,0,1,0,0,1,0
367,"Raymond Helmut ""Ray"" Borner",1,0,0,0,1,0,0,0,1,0,0,1,0
368,Andrea Leonora Borrell Hernndez,0,1,0,0,0,0,0,1,0,0,1,0,0
369,Andrea Leonora Borrell Hernndez,0,0,0,1,0,0,0,1,0,0,1,0,0
370,"Vincent Joseph ""Vince"" Boryla",1,0,1,0,0,0,0,1,0,0,1,0,3
371,"Christopher Wesson ""Chris"" Bosh",1,0,1,0,0,0,0,0,1,0,0,1,3
372,"Catherine La Ora ""Cathy"" Boswell",0,0,1,0,0,0,0,1,0,0,1,0,3
373,"Carolin Ruth ""Cal"" Bouchard",0,0,1,0,0,0,0,1,0,1,0,0,0
374,Dillon Matthew Boucher,1,0,0,1,0,0,0,1,0,0,1,0,0
375,Kelly Anne Boucher,0,0,0,1,0,0,0,1,0,1,0,0,0
376,Kelly Anne Boucher,0,0,0,0,1,0,0,1,0,1,0,0,0
377,Ioannis Bourousis,1,0,1,0,0,0,0,0,1,0,0,1,0
378,"Richard James ""Dick"" Boushka",1,0,1,0,0,0,0,1,0,0,1,0,3
379,Enrico Bovone,1,0,1,0,0,0,0,0,1,0,0,1,0
380,Stanislav Boyadzhiev,1,0,1,0,0,0,0,1,0,0,1,0,0
381,Carla Maree Boyd (Porter-),0,1,0,0,0,0,0,1,0,0,1,0,1
382,Carla Maree Boyd (Porter-),0,0,1,0,0,0,0,1,0,0,1,0,2
383,Wayne Donald Brabender Cole,1,0,0,1,0,0,0,1,0,0,1,0,0
384,Wayne Donald Brabender Cole,1,0,0,0,1,0,0,1,0,0,1,0,0
385,Kamil Brabenec,1,0,1,0,0,0,0,1,0,0,1,0,0
386,Kamil Brabenec,1,0,1,0,0,0,0,1,0,0,1,0,0
387,Kamil Brabenec,1,0,0,1,0,0,0,1,0,0,1,0,0
388,"William Warren ""Bill"" Bradley",1,0,1,0,0,0,0,1,0,0,1,0,3
389,Craig Bradshaw,1,0,1,0,0,0,0,0,1,0,0,1,0
390,"Marcus Robert ""Mark"" Bradtke",1,1,0,0,0,0,0,0,1,0,0,1,0
391,"Marcus Robert ""Mark"" Bradtke",1,0,1,0,0,0,0,0,1,0,0,1,0
392,"Marcus Robert ""Mark"" Bradtke",1,0,0,1,0,0,0,0,1,0,0,1,0
393,"Marcus Robert ""Mark"" Bradtke",1,0,0,0,1,0,0,0,1,0,0,1,0
394,"Maria Anglica ""Branca"" Gonalves da Silva",0,0,0,1,0,0,0,1,0,1,0,0,2
395,Boycho Branzov,1,0,1,0,0,0,0,1,0,0,1,0,0
396,Claudia Melati Brassard-Riebesehl,0,0,1,0,0,0,0,1,0,1,0,0,0
397,Uwe Brauer,1,0,1,0,0,0,0,1,0,0,1,0,0
398,Romanas Brazdauskis,1,0,0,1,0,0,0,0,1,0,0,1,1
399,"Stephen ""Steve"" Breheny",1,0,0,1,0,0,0,1,0,0,1,0,0
400,"James Turner ""Jim"" Brewer",1,1,0,0,0,0,0,0,1,0,1,0,2
401,Luis Brignoni lvarez,1,0,1,0,0,0,0,1,0,0,1,0,0
402,Ryan Broekhoff,1,0,1,0,0,0,0,0,1,0,1,0,0
403,Michelle Kathleen Brogan-Griffiths,0,0,1,0,0,0,0,1,0,0,1,0,1
404,Michelle Kathleen Brogan-Griffiths,0,0,0,1,0,0,0,1,0,0,1,0,2
405,"Cynthia Jane ""Cindy"" Brogdon",0,1,0,0,0,0,0,1,0,1,0,0,2
406,"Sandra Anne ""Sandy"" Brondello",0,0,0,1,0,0,0,1,0,1,0,0,1
407,"Sandra Anne ""Sandy"" Brondello",0,0,0,0,1,0,0,1,0,1,0,0,2
408,"Sandra Anne ""Sandy"" Brondello",0,0,0,0,1,0,0,1,0,1,0,0,2
409,"Cynthia Louise ""Cindy"" Brown",0,0,1,0,0,0,0,1,0,1,0,0,3
410,Earl Brown,1,1,0,0,0,0,0,0,1,0,1,0,0
411,Earl Brown,1,0,1,0,0,0,0,0,1,0,1,0,0
412,"Lawrence Harvey ""Larry"" Brown",1,0,1,0,0,0,0,1,0,1,0,0,3
413,Giuseppe Brumatti,1,0,1,0,0,0,0,1,0,0,1,0,0
414,Giuseppe Brumatti,1,0,0,1,0,0,0,1,0,0,1,0,0
415,Aija Brumermane,0,0,1,0,0,0,0,1,0,0,1,0,0
416,Roberto Brunamonti,1,0,1,0,0,0,0,1,0,0,1,0,2
417,Roberto Brunamonti,1,0,1,0,0,0,0,1,0,0,1,0,0
418,Tania Maria Brunton-Tupu,0,0,0,1,0,0,0,1,0,1,0,0,0
419,Tania Maria Brunton-Tupu,0,0,0,1,0,0,0,1,0,1,0,0,0
420,Nicols Brussino,1,0,1,0,0,0,0,1,0,0,1,0,0
421,"Calvin Thomas ""C. J."" Bruton, Jr.",1,0,0,1,0,0,0,1,0,0,1,0,0
422,"Calvin Thomas ""C. J."" Bruton, Jr.",1,0,0,0,1,0,0,1,0,0,1,0,0
423,Kobe Bean Bryant,1,0,0,1,0,0,0,1,0,0,1,0,3
424,Kobe Bean Bryant,1,0,0,0,1,0,0,1,0,0,1,0,3
425,Zora Brziakov,0,0,1,0,0,0,0,1,0,0,1,0,0
426,William Quinn Buckner,1,0,1,0,0,0,0,1,0,0,1,0,3
427,Sauro Bufalini,1,0,1,0,0,0,0,1,0,0,1,0,0
428,Sauro Bufalini,1,0,0,1,0,0,0,1,0,0,1,0,0
429,Pierre Andr Buffire,1,0,1,0,0,0,0,1,0,0,1,0,2
430,Pierre Andr Buffire,1,0,0,1,0,0,0,1,0,0,1,0,0
431,"Dorota Bukowska (-Roek, -Szwichtenberg)",0,0,0,1,0,0,0,1,0,0,1,0,0
432,Massimo Bulleri,1,0,0,1,0,0,0,1,0,0,1,0,2
433,"Victoria Andrea ""Vicky"" Bullett",0,1,0,0,0,0,0,1,0,1,0,0,3
434,"Victoria Andrea ""Vicky"" Bullett",0,0,1,0,0,0,0,1,0,1,0,0,1
435,Elen Rafaelovna Bunatyants-Shakirova,0,0,1,0,0,0,0,1,0,0,1,0,3
436,Elen Rafaelovna Bunatyants-Shakirova,0,0,0,1,0,0,0,1,0,0,1,0,0
437,Elen Rafaelovna Bunatyants-Shakirova,0,0,0,1,0,0,0,1,0,0,1,0,0
438,Viktoriya Vasylivna Burenok,0,0,0,1,0,0,0,1,0,0,1,0,0
439,Ilona Burgrov,0,0,0,1,0,0,0,1,0,0,1,0,0
440,Tommy Loren Burleson,1,1,0,0,0,0,0,0,1,0,0,1,2
441,Natalie Burton,0,0,0,1,0,0,0,1,0,0,1,0,0
442,Olga Valentinovna Buryakina,0,0,0,1,0,0,0,1,0,1,0,0,1
443,Francisco Buscat Durln,1,1,0,0,0,0,0,1,0,1,0,0,0
444,Francisco Buscat Durln,1,0,0,1,0,0,0,1,0,1,0,0,0
445,Francisco Buscat Durln,1,0,0,0,1,0,0,1,0,1,0,0,0
446,Jimmy Butler III,1,0,0,1,0,0,0,0,1,0,1,0,3
447,"Kimberley ""Kim"" Butler",0,0,0,1,0,0,0,1,0,0,1,0,0
448,Dajana Butulija,0,0,0,1,0,0,0,1,0,1,0,0,1
449,Byeon Nyeon-Ha,0,0,1,0,0,0,0,1,0,1,0,0,0
450,Byeon Nyeon-Ha,0,0,0,1,0,0,0,1,0,1,0,0,0
451,Sergey Vladimirovich Bykov,1,0,1,0,0,0,0,1,0,0,1,0,0
452,Peter Lawrence Byrne,1,0,1,0,0,0,0,1,0,0,1,0,0
453,Carmelo Cabrera Domnguez,1,0,1,0,0,0,0,1,0,1,0,0,0
454,"Robert ""Robbie"" Cadee",1,0,1,0,0,0,0,1,0,1,0,0,0
455,"Ricardo ""Cadum"" Cardoso Guimares",1,1,0,0,0,0,0,1,0,0,1,0,0
456,"Ricardo ""Cadum"" Cardoso Guimares",1,0,1,0,0,0,0,1,0,0,1,0,0
457,"Ricardo ""Cadum"" Cardoso Guimares",1,0,0,1,0,0,0,1,0,0,1,0,0
458,"Ricardo ""Cadum"" Cardoso Guimares",1,0,0,0,1,0,0,1,0,0,1,0,0
459,Bahar alar,0,0,1,0,0,0,0,1,0,0,1,0,0
460,Bahar alar,0,0,0,1,0,0,0,1,0,0,1,0,0
461,Carlo Caglieris,1,0,0,0,1,0,0,1,0,0,1,0,0
462,Carl Cecil Cain,1,0,1,0,0,0,0,1,0,0,1,0,3
463,Caio Eduardo de Mello Cazziolato,1,0,1,0,0,0,0,1,0,0,1,0,0
464,Olcay akr,0,0,1,0,0,0,0,1,0,1,0,0,0
465,Jos Manuel Caldern Borrallo,1,0,1,0,0,0,0,1,0,0,1,0,0
466,Jos Manuel Caldern Borrallo,1,0,0,1,0,0,0,1,0,0,1,0,2
467,Jos Manuel Caldern Borrallo,1,0,0,1,0,0,0,1,0,0,1,0,2
468,Jos Manuel Caldern Borrallo,1,0,0,0,1,0,0,1,0,0,1,0,1
469,Miguel Caldern Gmez,1,1,0,0,0,0,0,1,0,0,1,0,0
470,Miguel Caldern Gmez,1,0,1,0,0,0,0,1,0,0,1,0,1
471,Miguel Caldern Gmez,1,0,0,1,0,0,0,1,0,0,1,0,0
472,"Joseph Louis ""Joe"" Caldwell",1,0,1,0,0,0,0,1,0,0,1,0,3
473,Antonio Calebotta,1,0,0,1,0,0,0,0,1,0,1,0,0
474,"Ricardo ""Ricky"" Calzada Benoit",1,1,0,0,0,0,0,1,0,1,0,0,0
475,Doudas Leydi Camara,1,0,1,0,0,0,0,1,0,1,0,0,0
476,Doudas Leydi Camara,1,0,1,0,0,0,0,1,0,1,0,0,0
477,"Elizabeth Folake ""Liz"" Cambage",0,1,0,0,0,0,0,0,1,0,1,0,1
478,"Elizabeth Folake ""Liz"" Cambage",0,0,1,0,0,0,0,0,1,0,1,0,0
479,"Sean MacPherson ""Pero"" Cameron",1,0,0,1,0,0,0,1,0,0,0,1,0
480,"Sean MacPherson ""Pero"" Cameron",1,0,0,1,0,0,0,1,0,0,0,1,0
481,Facundo Campazzo,1,0,1,0,0,0,0,1,0,0,1,0,0
482,Facundo Campazzo,1,0,1,0,0,0,0,1,0,0,1,0,0
483,"Andrew ""Andy"" Campbell",1,1,0,0,0,0,0,0,1,0,1,0,0
484,"Andrew ""Andy"" Campbell",1,0,0,1,0,0,0,0,1,0,1,0,0
485,"David Hector ""Dave"" Campbell",1,0,1,0,0,0,0,1,0,0,1,0,0
486,Samuel Campis,1,0,0,1,0,0,0,1,0,1,0,0,0
487,Catarina Juliana Camufal,0,0,0,0,1,0,0,1,0,1,0,0,0
488,ngel Cancel Acevedo,1,1,0,0,0,0,0,1,0,0,1,0,0
489,ngel Cancel Acevedo,1,0,1,0,0,0,0,1,0,0,1,0,0
490,ngel Cancel Acevedo,1,0,0,1,0,0,0,1,0,0,1,0,0
491,Tue Cantez,0,0,1,0,0,0,0,1,0,0,1,0,0
492,Tue Cantez,0,0,1,0,0,0,0,1,0,0,1,0,0
493,Rafael Caizares Poey,1,1,0,0,0,0,0,1,0,0,1,0,0
494,Rafael Caizares Poey,1,0,1,0,0,0,0,1,0,0,1,0,1
495,Rafael Caizares Poey,1,0,0,1,0,0,0,1,0,0,1,0,0
496,Achille Canna,1,1,0,0,0,0,0,1,0,0,1,0,0
497,Achille Canna,1,0,0,1,0,0,0,1,0,0,1,0,0
498,Pierre Caque,1,0,0,1,0,0,0,1,0,0,1,0,0
499,Tssia Pereira De Souza Carcavalli,0,1,0,0,0,0,0,1,0,1,0,0,0
500,ngela Snia  Monteiro Cardoso,0,0,0,0,1,0,0,1,0,0,1,0,0
501,"Milton ""Carioquinha"" Setrini Jnior",1,0,0,1,0,0,0,1,0,1,0,0,0
502,"Milton ""Carioquinha"" Setrini Jnior",1,0,0,0,1,0,0,1,0,1,0,0,0
503,Gordon C. Carpenter,1,0,0,1,0,0,0,1,0,0,1,0,3
504,"Kenneth Alan ""Kenny"" Carr",1,1,0,0,0,0,0,1,0,0,0,1,3
505,Georges Carrier,1,0,1,0,0,0,0,1,0,1,0,0,0
506,Wayne Carroll,1,0,1,0,0,0,0,1,0,0,1,0,0
507,Wayne Carroll,1,0,0,1,0,0,0,1,0,0,1,0,0
508,James Raymond Carter Gaudino,1,0,0,1,0,0,0,1,0,0,1,0,0
509,"Vincent Lamar ""Vince"" Carter",1,0,1,0,0,0,0,1,0,0,0,1,3
510,Nicoletta Caselin,0,0,1,0,0,0,0,1,0,1,0,0,0
511,"Swintayla Marie ""Swin"" Cash",0,0,1,0,0,0,0,1,0,1,0,0,3
512,"Swintayla Marie ""Swin"" Cash",0,0,0,0,1,0,0,1,0,1,0,0,3
513,Eddie Casiano Ojeda,1,1,0,0,0,0,0,1,0,0,1,0,0
514,Eddie Casiano Ojeda,1,0,0,0,1,0,0,1,0,0,1,0,0
515,"Jos Antonio ""Ton"" Casillas Fernndez",1,0,1,0,0,0,0,1,0,0,1,0,0
516,John Richard Cassidy,1,0,0,1,0,0,0,1,0,0,1,0,0
517,Liset Castillo Iglesias,0,1,0,0,0,0,0,1,0,1,0,0,0
518,Liset Castillo Iglesias,0,0,0,1,0,0,0,1,0,1,0,0,0
519,Mara Carlota Castrejana Fernndez,0,1,0,0,0,0,0,1,0,1,0,0,0
520,Tamika Devonne Catchings,0,0,1,0,0,0,0,1,0,0,1,0,3
521,Tamika Devonne Catchings,0,0,0,1,0,0,0,1,0,0,1,0,3
522,Tamika Devonne Catchings,0,0,0,0,1,0,0,1,0,0,1,0,3
523,Tamika Devonne Catchings,0,0,0,0,0,1,0,1,0,0,1,0,3
524,Martin Peter Cattalini,1,0,0,1,0,0,0,0,1,0,1,0,0
525,Martin Peter Cattalini,1,0,0,1,0,0,0,0,1,0,1,0,0
526,Fabien Causeur,1,0,1,0,0,0,0,1,0,0,1,0,0
527,Saa ao,0,0,0,1,0,0,0,1,0,1,0,0,1
528,Elisabeth Cebrin Scheurer,0,0,1,0,0,0,0,1,0,0,1,0,0
529,Elisabeth Cebrin Scheurer,0,0,0,0,1,0,0,1,0,0,1,0,0
530,Henryk Sylwester Cegielski,1,0,1,0,0,0,0,1,0,0,1,0,0
531,Janusz Cegliski,1,0,1,0,0,0,0,0,1,0,1,0,0
532,Mauro Cerioni,1,0,1,0,0,0,0,1,0,0,1,0,0
533,Dragutin ermak,1,0,1,0,0,0,0,1,0,0,1,0,2
534,Dragutin ermak,1,0,0,1,0,0,0,1,0,0,1,0,0
535,Jos ngel Cestero Rodrguez,1,0,1,0,0,0,0,1,0,0,1,0,0
536,Adriana Chamajov,0,0,1,0,0,0,0,1,0,1,0,0,0
537,Michelle Louise Chandler (-Cleary),0,0,1,0,0,0,0,1,0,1,0,0,1
538,Tyson Cleotis Chandler,1,0,0,1,0,0,0,0,1,0,0,1,3
539,Pedro Chapp Garca,1,0,1,0,0,0,0,1,0,0,1,0,0
540,Pedro Chapp Garca,1,0,0,1,0,0,0,1,0,0,1,0,1
541,Pedro Chapp Garca,1,0,0,1,0,0,0,1,0,0,1,0,0
542,Daedra Janel Charles (-Furlow),0,0,1,0,0,0,0,1,0,1,0,0,1
543,Tina Alexandria Charles,0,0,1,0,0,0,0,1,0,0,1,0,3
544,Tina Alexandria Charles,0,0,0,1,0,0,0,1,0,0,1,0,3
545,Matilde Charro Mendoza,0,0,0,1,0,0,0,1,0,1,0,0,0
546,Ignacio Chavira,1,0,1,0,0,0,0,1,0,0,1,0,0
547,Francisco Checa,1,0,0,1,0,0,0,1,0,1,0,0,0
548,"Jennifer ""Jenny"" Cheesman (-Smyth)",0,0,0,1,0,0,0,1,0,1,0,0,0
549,"Jennifer ""Jenny"" Cheesman (-Smyth)",0,0,0,1,0,0,0,1,0,1,0,0,0
550,Nelson Rubens Chelle Naddeo,1,0,1,0,0,0,0,1,0,0,1,0,1
551,Nelson Rubens Chelle Naddeo,1,0,0,1,0,0,0,1,0,0,1,0,0
552,Chen Jianghua,1,1,0,0,0,0,0,1,0,1,0,0,0
553,Chen Jianghua,1,0,1,0,0,0,0,1,0,1,0,0,0
554,Chen Ke,1,0,1,0,0,0,0,0,1,0,0,1,0
555,Chen Luyun,0,0,0,1,0,0,0,1,0,1,0,0,0
556,Chen Nan,0,0,1,0,0,0,0,1,0,0,1,0,0
557,Chen Nan,0,0,1,0,0,0,0,1,0,0,1,0,0
558,Chen Nan,0,0,0,1,0,0,0,1,0,0,1,0,0
559,Chen Nan,0,0,0,0,1,0,0,1,0,0,1,0,0
560,Chen Xiaojia,0,0,0,1,0,0,0,1,0,1,0,0,0
561,Chen Xiaoli,0,0,0,1,0,0,0,1,0,0,1,0,0
562,Chen Xiaoli,0,0,0,1,0,0,0,1,0,0,1,0,0
563,Chen Yuefang,0,0,1,0,0,0,0,0,1,0,0,1,1
564,Roberto Chiacig,1,0,1,0,0,0,0,0,1,0,0,1,0
565,Roberto Chiacig,1,0,0,1,0,0,0,0,1,0,0,1,2
566,Nobuo Chigusa,1,0,1,0,0,0,0,1,0,0,1,0,0
567,Nobuo Chigusa,1,0,0,1,0,0,0,1,0,0,1,0,0
568,Sergey Sergeyevich Chikalkin,1,0,1,0,0,0,0,1,0,0,1,0,0
569,Belarmino Mrio Chipongue,1,0,1,0,0,0,0,1,0,0,1,0,0
570,udmila Chmelkov (-Peov),0,0,1,0,0,0,0,1,0,1,0,0,0
571,Mariana Chobanova,0,0,1,0,0,0,0,1,0,0,1,0,0
572,Choi Ae-Yeong,0,0,1,0,0,0,0,1,0,1,0,0,2
573,Choi Cheol-Gwon,1,0,1,0,0,0,0,1,0,0,1,0,0
574,Choi Gyeong-Hui,0,1,0,0,0,0,0,1,0,1,0,0,2
575,Choi Gyeong-Hui,0,0,1,0,0,0,0,1,0,1,0,0,0
576,Choi Jong-Gyu,1,0,1,0,0,0,0,1,0,0,1,0,0
577,Choi Yun-A,0,0,1,0,0,0,0,1,0,1,0,0,0
578,Valdemaras Chomiius,1,0,0,1,0,0,0,1,0,0,1,0,3
579,Valdemaras Chomiius,1,0,0,0,1,0,0,1,0,0,1,0,1
580,Jrme Christ,1,0,1,0,0,0,0,1,0,0,1,0,0
581,Chu Hui,0,0,0,1,0,0,0,1,0,0,1,0,0
582,"Patricia ""Chuca"" de Oliveira Ferreira",0,0,0,1,0,0,0,1,0,1,0,0,0
583,"Patricia ""Chuca"" de Oliveira Ferreira",0,0,0,0,1,0,0,1,0,1,0,0,0
584,Andrea Chupkov,0,0,1,0,0,0,0,1,0,1,0,0,0
585,Hlna Ciak,0,0,0,1,0,0,0,1,0,0,1,0,0
586,Edison Antonio Ciavattone Samprez,1,0,1,0,0,0,0,1,0,0,1,0,0
587,Edison Antonio Ciavattone Samprez,1,0,0,1,0,0,0,1,0,0,1,0,0
588,Iva Ciglar,0,0,0,1,0,0,0,1,0,1,0,0,0
589,Cntia Silva dos Santos,0,0,1,0,0,0,0,1,0,0,1,0,2
590,Cntia Silva dos Santos,0,0,1,0,0,0,0,1,0,0,1,0,1
591,Cntia Silva dos Santos,0,0,0,1,0,0,0,1,0,0,1,0,0
592,Olmpio Cipriano,1,0,1,0,0,0,0,1,0,0,1,0,0
593,Olmpio Cipriano,1,0,0,1,0,0,0,1,0,0,1,0,0
594,Coumba Ciss,0,0,1,0,0,0,0,1,0,1,0,0,0
595,Yaya Cissokho,1,0,1,0,0,0,0,1,0,0,1,0,0
596,"Daniel Mark ""Dan"" Clark",1,0,1,0,0,0,0,0,1,0,0,1,0
597,Norman Clarke,1,0,0,1,0,0,0,1,0,0,1,0,0
598,"Candace Leah ""Candi"" Clarkson-Lohr (-Jirik)",0,0,1,0,0,0,0,1,0,1,0,0,0
599,Cludia Maria Pastor,0,0,1,0,0,0,0,1,0,0,1,0,2
600,"Cludia Maria ""Cludinha"" das Neves",0,0,1,0,0,0,0,1,0,1,0,0,1
601,"Cludia Maria ""Cludinha"" das Neves",0,0,0,0,1,0,0,1,0,1,0,0,0
602,Vctor Claver Arocas,1,0,1,0,0,0,0,0,1,0,0,1,2
603,Vctor Claver Arocas,1,0,0,1,0,0,0,0,1,0,0,1,1
604,John Richard Clawson,1,0,1,0,0,0,0,1,0,0,1,0,3
605,Ricardo Cleofas,1,0,1,0,0,0,0,1,0,1,0,0,0
606,Micaela Claire Cocks,0,0,1,0,0,0,0,1,0,1,0,0,0
607,Jess Codina Burgon,1,0,1,0,0,0,0,1,0,1,0,0,0
608,Jess Codina Burgon,1,0,0,1,0,0,0,1,0,1,0,0,0
609,Robert Cohu,1,0,1,0,0,0,0,1,0,0,1,0,0
610,Herlander Fernandes Silva Coimbra,1,0,1,0,0,0,0,1,0,0,1,0,0
611,Herlander Fernandes Silva Coimbra,1,0,0,1,0,0,0,1,0,0,1,0,0
612,Herlander Fernandes Silva Coimbra,1,0,0,0,1,0,0,1,0,0,1,0,0
613,Danilo R. Coito,1,0,0,1,0,0,0,1,0,0,1,0,0
614,"Kenneth Frank ""Ken"" Cole",1,1,0,0,0,0,0,0,1,0,1,0,0
615,"Vernell Eufaye ""Bimbo"" Coles",1,1,0,0,0,0,0,1,0,0,1,0,1
616,Ndia Gomes Colhado,0,0,1,0,0,0,0,1,0,0,1,0,0
617,Ndia Gomes Colhado,0,0,0,1,0,0,0,1,0,0,1,0,0
618,"Miguel ngel ""Mickey"" Coll Dulievre",1,0,1,0,0,0,0,1,0,0,1,0,0
619,Belinda Louise Colling,0,0,1,0,0,0,0,1,0,0,1,0,0
620,"Paul Douglas ""Doug"" Collins",1,0,1,0,0,0,0,1,0,0,1,0,2
621,"Stefanie Lyn ""Stef"" Collins",0,0,0,1,0,0,0,1,0,1,0,0,0
622,Nstor Enrique Colmenares Uzcategui,1,0,0,1,0,0,0,0,1,0,0,1,0
623,Javier Antonio Coln Rodrguez,1,0,1,0,0,0,0,0,1,0,1,0,0
624,Jaume Comas Font,1,0,0,1,0,0,0,1,0,1,0,0,0
625,Megan Helen Compain,0,0,1,0,0,0,0,1,0,1,0,0,0
626,Megan Helen Compain,0,0,0,1,0,0,0,1,0,1,0,0,0
627,Cong Xuedi,0,0,1,0,0,0,0,1,0,1,0,0,1
628,Cong Xuedi,0,0,1,0,0,0,0,1,0,1,0,0,0
629,Cong Xuedi,0,0,0,1,0,0,0,1,0,1,0,0,2
630,Allison Petra Cook-Tranquilli,0,0,1,0,0,0,0,1,0,1,0,0,1
631,Allison Petra Cook-Tranquilli,0,0,0,0,1,0,0,1,0,1,0,0,2
632,Cynthia Lynne Cooper (-Dyke),0,0,1,0,0,0,0,1,0,1,0,0,3
633,Cynthia Lynne Cooper (-Dyke),0,0,0,1,0,0,0,1,0,1,0,0,1
634,Aye Cora,0,0,1,0,0,0,0,1,0,1,0,0,0
635,Juan Antonio Corbaln Alfocea,1,1,0,0,0,0,0,1,0,0,1,0,0
636,Juan Antonio Corbaln Alfocea,1,0,1,0,0,0,0,1,0,0,1,0,0
637,Juan Antonio Corbaln Alfocea,1,0,0,1,0,0,0,1,0,0,1,0,2
638,Francisco Crdova,1,0,1,0,0,0,0,1,0,0,1,0,0
639,Inocenta Corvea Aguirre,0,0,0,1,0,0,0,1,0,1,0,0,0
640,Kreimir osi,1,1,0,0,0,0,0,0,1,0,1,0,2
641,Kreimir osi,1,0,1,0,0,0,0,0,1,0,1,0,0
642,Kreimir osi,1,0,0,1,0,0,0,0,1,0,1,0,2
643,Kreimir osi,1,0,0,0,1,0,0,0,1,0,1,0,3
644,Massimo Cosmelli,1,0,1,0,0,0,0,1,0,0,1,0,0
645,Armando Carlos Silva e Costa,1,0,1,0,0,0,0,1,0,0,1,0,0
646,Hctor Jos Costa Massironi,1,0,1,0,0,0,0,1,0,0,1,0,1
